Title,Conference,Synthetic_Labels
Stereoscopic learning for disparity estimation.,ISCAS,SIGGRAPH
Lexicographically Optimal Balanced Networks.,INFOCOM,ISCAS
A multiband concurrent sampling based RF front end for biotelemetry applications.,ISCAS,ISCAS
Multi layer based rate control algorithm for HEVC.,ISCAS,ISCAS
Face gender recognition with halftoning-based adaboost classifiers.,ISCAS,SIGGRAPH
Real time design and animation of fractal plants and trees.,SIGGRAPH,SIGGRAPH
idMesh: graph-based disambiguation of linked data.,WWW,VLDB
Investigation of partial query proximity in web search.,WWW,WWW
Empirical Comparison of Database Concurrency Schemes.,VLDB,VLDB
Memory efficient layered decoder design with early termination for LDPC codes.,ISCAS,ISCAS
Video decoder embedded with temporal LMMSE denoising filter.,ISCAS,SIGGRAPH
Experimental study of leakage-delay trade-off in Germanium pMOSFETs for logic circuits.,ISCAS,ISCAS
A demo search engine for products.,WWW,WWW
Throughput Analysis of Multiple Access Relay Channel under Collision Model.,INFOCOM,INFOCOM
PSRR of bridge-tied load PWM Class D Amps.,ISCAS,ISCAS
The synthesis of cloth objects.,SIGGRAPH,SIGGRAPH
Security using Shannon-Fano-Elias Codes.,ISCAS,ISCAS
Staying FIT: Efficient Load Shedding Techniques for Distributed Stream Processing.,VLDB,INFOCOM
A low-power CMOS Gm-C filter for wireless receiver applications with on-chip automatic tuning system.,ISCAS,ISCAS
Flexible integer DCT architectures for HEVC.,ISCAS,SIGGRAPH
Uncovering locally characterizing regions within geotagged data.,WWW,VLDB
Datagram Routing Algorithm for LEO Satellite Networks.,INFOCOM,INFOCOM
XML Full-Text Search: Challenges and Opportunities.,VLDB,VLDB
Local Interpolation Filter Estimation for Fractional-pel Displacement Vector in Video Coding.,ISCAS,ISCAS
RSS-Ratio for enhancing performance of RSS-based applications.,INFOCOM,INFOCOM
Similarity Join Size Estimation using Locality Sensitive Hashing.,VLDB,VLDB
Automatic web image selection with a probabilistic latent topic model.,WWW,WWW
SPRING: A Strategy-proof and Privacy preserving spectrum auction mechanism.,INFOCOM,INFOCOM
Botnet detection revisited: Theory and practice of finding malicious P2P networks via Internet connection graphs.,INFOCOM,INFOCOM
Scheduling in Mobile Ad Hoc Networks with Topology and Channel-State Uncertainty.,INFOCOM,ISCAS
Low-Complexity Distributed Scheduling Algorithms for Wireless Networks.,INFOCOM,ISCAS
OLTP-Bench: An Extensible Testbed for Benchmarking Relational Databases.,VLDB,VLDB
Releasing search queries and clicks privately.,WWW,WWW
Unconstrained regularized &#8467;p-norm based algorithm for the reconstruction of sparse signals.,ISCAS,ISCAS
The Kraft's Inequality of Scheduling for Packet-Switched Clos Networks.,INFOCOM,ISCAS
Architecture of the SOFIS Data Base Management System.,VLDB,VLDB
Scaling Queries over Big RDF Graphs with Semantic Hash Partitioning.,VLDB,VLDB
Proportional Bandwidth Allocation in DiffServ Networks.,INFOCOM,INFOCOM
Generating diverse and representative image search results for landmarks.,WWW,SIGGRAPH
Optimizing Energy-Latency Trade-Off in Sensor Networks with Controlled Mobility.,INFOCOM,ISCAS
EIOP: an e-commerce interoperability platform.,WWW,ISCAS
Optimizing Multi-Feature Queries for Image Databases.,VLDB,SIGGRAPH
Scalable querying services over fuzzy ontologies.,WWW,VLDB
Establishing Persistent Identity using the Handle System.,WWW,ISCAS
Superpipelined reconfigurable hardware for DSP.,ISCAS,ISCAS
HISA: A Query System Bridging The Semantic Gap For Large Image Databases.,VLDB,VLDB
Modeling orientation selectivity using a neuromorphic multi-chip system.,ISCAS,ISCAS
Providing Throughput Differentiation for TCP Flows Using Adaptive TwoColor Marking and Multi-Level AQM.,INFOCOM,INFOCOM
Soft error tolerant latch design with low cost for nanoelectronic systems.,ISCAS,ISCAS
Feature-based image metamorphosis.,SIGGRAPH,SIGGRAPH
A dual-mode neural stimulator capable of delivering constant current in current-mode and high stimulus charge in semi-voltage-mode.,ISCAS,ISCAS
Battery-Aware Variable Voltage Scheduling on Real-Time Multiprocessor Platforms.,ISCAS,ISCAS
Simple circuit-based solution to problem of residential load participation in demand response.,ISCAS,ISCAS
Distributed large-scale natural graph factorization.,WWW,SIGGRAPH
Designing collaborative games on handheld computers.,SIGGRAPH,SIGGRAPH
Shading bicubic patches.,SIGGRAPH,SIGGRAPH
Issues in the Design and Simulation of a MEMS VCO based Phase-Locked Loop.,ISCAS,ISCAS
RaSMaLai: A Randomized Switching algorithm for Maximizing Lifetime in tree-based wireless sensor networks.,INFOCOM,INFOCOM
SNR measurement based on linearity test for ADC BIST.,ISCAS,ISCAS
A Tree-structured Non-uniform Filter Bank for Multi-standard Wireless Receivers.,ISCAS,ISCAS
A Non-uniform Resolution Step GHz 7-bit Flash A/D Converter for Wideband OFDM Signal Conversion.,ISCAS,ISCAS
An efficient mechanism of TCP-Vegas on mobile IP networks.,INFOCOM,INFOCOM
SearchMobil: Web Viewing and Search for Mobile Devices.,WWW,WWW
Reduced Complexity Space-Time-Frequency Model for Multi-Channel EEG and Its Applications.,ISCAS,ISCAS
Semantic api matching for automatic service composition.,WWW,WWW
Check-Repeat: A new method of measuring DNSSEC validating resolvers.,INFOCOM,INFOCOM
How do Superpeer Networks Emerge?,INFOCOM,INFOCOM
On anonymizing query logs via token-based hashing.,WWW,INFOCOM
A channel estimation scheme for Chinese DTTB system combating long echo and high doppler shift.,ISCAS,ISCAS
Perceptual-based coding mode decision.,ISCAS,SIGGRAPH
"Rapid, stable fluid dynamics for computer graphics.",SIGGRAPH,SIGGRAPH
Impact of ad impressions on dynamic commercial actions: value attribution in marketing campaigns.,WWW,VLDB
Massively Parallel Data Analysis with PACTs on Nephele.,VLDB,VLDB
Exploration in web science: instruments for web observatories.,WWW,WWW
Definition and Evaluation of Access Rules in Data Management Systems.,VLDB,VLDB
Scalable k-nearest neighbor graph construction based on greedy filtering.,WWW,VLDB
A Generic solution for Warehousing Business Process Data.,VLDB,VLDB
"Rule-based crowds: generation, animation, cloth and rendering of 15.000 unique human characters.",SIGGRAPH,SIGGRAPH
Distributed Construction of Connected Dominating Set in Wireless Ad Hoc Networks.,INFOCOM,INFOCOM
Efficient evaluation of generalized path pattern queries on XML data.,WWW,VLDB
Transistor-level programmable MOS analog IC with body biasing.,ISCAS,ISCAS
Single Miller compensation using inverting current buffer for multi-stage amplifiers.,ISCAS,ISCAS
Solid texturing of complex surfaces.,SIGGRAPH,SIGGRAPH
Querying XML Views of Relational Data.,VLDB,VLDB
Sorted QR decomposition for high-speed MMSE MIMO detection based wireless communication systems.,ISCAS,INFOCOM
A 2.4 GHz reference-less wireless receiver for 1Mbps QPSK demodulation.,ISCAS,INFOCOM
Automatic Profile Generation in eRACE.,WWW,WWW
Interactive texture mapping.,SIGGRAPH,SIGGRAPH
Efficient mining of frequent sequence generators.,WWW,VLDB
Using Trees to Depict a Forest.,VLDB,SIGGRAPH
An Analysis of Structured Data on the Web.,VLDB,WWW
FuwaFuwa: detecting shape deformation of soft objects using directional photoreflectivity measurement.,SIGGRAPH,SIGGRAPH
Wrinkle generation model for 3D facial expression.,SIGGRAPH,SIGGRAPH
Optimal signal discrimination in a Low signal-to-noise ratio environment.,ISCAS,ISCAS
Normalization and Optimization of Schema Mappings.,VLDB,VLDB
MemoIcon: using everyday objects as physical icons.,SIGGRAPH,SIGGRAPH
ILM's multitrack: a new visual tracking framework for high-end VFX production.,SIGGRAPH,SIGGRAPH
A multi-channel neural stimulator with resonance compensated inductive receiver and closed-loop smart power management.,ISCAS,ISCAS
Challenges and techniques for effective and efficient similarity search in large video databases.,VLDB,VLDB
Image convolution using a probabilistic mapper on USB-AER board.,ISCAS,ISCAS
Comparative evaluation of javascript frameworks.,WWW,WWW
Locating Data Sources in Large Distributed Systems.,VLDB,VLDB
Frame-level data reuse for motion-compensated temporal filtering.,ISCAS,ISCAS
Roesser model realization of MIMO n-D systems by elementary operations.,ISCAS,ISCAS
Time-sliding suboptimal regulation of bilinear interconnected systems.,ISCAS,ISCAS
FiConn: Using Backup Port for Server Interconnection in Data Centers.,INFOCOM,INFOCOM
New Light-Weight Crypto Algorithms for RFID.,ISCAS,ISCAS
RankMass Crawler: A Crawler with High PageRank Coverage Guarantee.,VLDB,SIGGRAPH
Separation of weak reflection from a single superimposed image using gradient profile sharpness.,ISCAS,SIGGRAPH
WorldSeed.,SIGGRAPH,WWW
An education method for VR content creation using groupwork.,SIGGRAPH,SIGGRAPH
SAR ADC using single-capacitor pulse width to analog converter based DAC.,ISCAS,ISCAS
Cognitive Mobile Virtual Network Operator: Investment and Pricing with Supply Uncertainty.,INFOCOM,INFOCOM
Mining Frequent Closed Cubes in 3D Datasets.,VLDB,VLDB
Predicting clicks: estimating the click-through rate for new ads.,WWW,INFOCOM
High-speed tournament givens rotation-based QR Decomposition Architecture for MIMO Receiver.,ISCAS,ISCAS
Live Demonstration: Computing Spike-based Convolutions on GPUs.,ISCAS,SIGGRAPH
An e-market framework for informed trading.,WWW,VLDB
The V2 Temporal Document Database System.,WWW,VLDB
Supporting Lists in a Data Model (A Timely Approach).,VLDB,VLDB
QR-code calibration for mobile augmented reality applications: linking a unique physical location to the digital world.,SIGGRAPH,SIGGRAPH
Fast bilateral filtering for the display of high-dynamic-range images.,SIGGRAPH,SIGGRAPH
The journey of the Cystic Fibrosis gene.,SIGGRAPH,WWW
Voltage stability and voltage recovery: effects of electric load dynamics.,ISCAS,ISCAS
Retargeting Motion to New Characters.,SIGGRAPH,SIGGRAPH
Rule Ordering in Bottom-Up Fixpoint Evaluation of Logic Programs.,VLDB,ISCAS
Non-iterative high speed division computation based on Mitchell logarithmic method.,ISCAS,ISCAS
Integrating Packet FEC into Adaptive Voice Playout Buffer Algorithms on the Internet.,INFOCOM,INFOCOM
How opinions are received by online communities: a case study on amazon.com helpfulness votes.,WWW,WWW
Taking the Skeletons Out of the Closets: A Simple and Efficient Topology Discovery Scheme for Large Ethernet LANs.,INFOCOM,WWW
A Multi-hysteresis VCCS and its Application to Multi-scroll Chaotic Oscillators.,ISCAS,ISCAS
Textual and contextual patterns for sentiment analysis over microblogs.,WWW,INFOCOM
Synchronization of the Kuramoto model with multi-scale-free property.,ISCAS,ISCAS
YouTube around the world: geographic popularity of videos.,WWW,WWW
Clustering user queries of a search engine.,WWW,WWW
"A dual-mode, low-power and low-noise 0.18&micro;m CMOS front-end for optical biosensors.",ISCAS,ISCAS
Level Converting Scan Flip-flops.,ISCAS,ISCAS
Volumetric shadow mapping.,SIGGRAPH,SIGGRAPH
Delay Analysis for Multi-Hop Wireless Networks.,INFOCOM,INFOCOM
Truthful incentive mechanisms for k-anonymity location privacy.,INFOCOM,VLDB
The GMAP: A Versatile Tool for Physical Data Independence.,VLDB,VLDB
Routing Dependable Connections with Specified Failure Restoration Guarantees in WDM Networks.,INFOCOM,INFOCOM
Virtual MISO triggers in Wi-Fi-like networks.,INFOCOM,INFOCOM
Optimization of clock-gating structures for low-leakage high-performance applications.,ISCAS,ISCAS
Video suggestion and discovery for youtube: taking random walks through the view graph.,WWW,INFOCOM
All our messages are belong to us: usable confidentiality in social networks.,WWW,VLDB
Impromptu Measurement Infrastructures using RTP.,INFOCOM,INFOCOM
Analysis of an SOC Architecture for MPEG Reconfigurable Video Coding Framework.,ISCAS,ISCAS
An Adaptive CMOS-based PG-ISFET for pH Sensing.,ISCAS,ISCAS
B+-tree Index Optimization by Exploiting Internal Parallelism of Flash-based Solid State Drives.,VLDB,VLDB
An effective hop-by-hop Interest shaping mechanism for CCN communications.,INFOCOM,INFOCOM
Automatic construction of a context-aware sentiment lexicon: an optimization approach.,WWW,VLDB
Mining anchor text for query refinement.,WWW,SIGGRAPH
The Generalized MDL Approach for Summarization.,VLDB,VLDB
Improving Performance in Replicated Databases through Relaxed Coherency.,VLDB,VLDB
Pseudo-differential zero-crossing-based circuit with differential error suppression.,ISCAS,ISCAS
"Low frequency, current mode programmable KHN filters using large-valued active resistors.",ISCAS,ISCAS
A framework for determining necessary query set sizes to evaluate web search effectiveness.,WWW,WWW
A genealogy of information spreading on microblogs: A Galton-Watson-based explicative model.,INFOCOM,WWW
Bi-Criteria Approximation Algorithms for Power-Efficient and Low-Interference Topology Control in Unreliable Ad Hoc Networks.,INFOCOM,INFOCOM
Minerva: Learning to Infer Network Path Properties.,INFOCOM,WWW
Fixed and market pricing for cloud services.,INFOCOM,WWW
Articulated body deformation from range scan data.,SIGGRAPH,SIGGRAPH
Staging transformations for multimodal web interaction management.,WWW,SIGGRAPH
Fill-in-the-Form Programming.,VLDB,ISCAS
Toward simple criteria to establish capacity scaling laws for wireless networks.,INFOCOM,INFOCOM
The BEST challenge for next-generation Ethernet services.,INFOCOM,INFOCOM
Ego networks in Twitter: An experimental analysis.,INFOCOM,WWW
Face clustering in videos using constraint propagation.,ISCAS,SIGGRAPH
An Efficient Algorithm for Mining Association Rules in Large Databases.,VLDB,VLDB
Minimizing End-to-End Delay: A Novel Routing Metric for Multi-Radio Wireless Mesh Networks.,INFOCOM,INFOCOM
A Cartesian Feedback Feedforward Transmitter.,ISCAS,ISCAS
A DBMS for the U.S. Bureo of the Census.,VLDB,VLDB
MV3R-Tree: A Spatio-Temporal Access Method for Timestamp and Interval Queries.,VLDB,VLDB
Normal flow measurement visual motion sensor.,ISCAS,INFOCOM
Implementing RenderMan on the Sony PS2.,SIGGRAPH,SIGGRAPH
Amperometric Readout and Electrode Array Chip for Bioelectrochemical Sensors.,ISCAS,ISCAS
Display pixel caching.,SIGGRAPH,SIGGRAPH
Nonlinear Material Design Using Principal Stretches,SIGGRAPH,SIGGRAPH
Compact Lowpass Ladder Filters using Tapped Coils.,ISCAS,ISCAS
SUBJECT: A Directory Driven System for Organizing and Accessing Large Statistical Databases,VLDB,VLDB
Hardware Organization for Nonnumeric Processing,VLDB,ISCAS
Surviving a search engine overload.,WWW,WWW
Cascading tree sheets and recombinant HTML: better encapsulation and retargeting of web content.,WWW,WWW
A New Frame Recompression Algorithm Integrated with H.264 Video Compression.,ISCAS,SIGGRAPH
Access to Objects by Path Expressions and Rules.,VLDB,VLDB
A two-view approach to constructing user interfaces.,SIGGRAPH,SIGGRAPH
Maximizing capacity with power control under physical interference model in duplex mode.,INFOCOM,INFOCOM
C-SPARQL: SPARQL for continuous querying.,WWW,VLDB
Design of high-speed clock recovery circuit for burst-mode applications.,ISCAS,ISCAS
Performance analysis of Coupling Scheduler for MapReduce/Hadoop.,INFOCOM,VLDB
Maximizing throughput in wireless networks with finite internal buffers.,INFOCOM,INFOCOM
Integer linear programming method for spatial temporal mapping of the Viterbi decoder.,ISCAS,ISCAS
